e2008g,latitude,longitude,treated,age,black,hisp,dem,female,lat_cutoff,long_cutoff,dist1,dist2,dist3,perp_dist,long_border,lat_border
1,40.3037,-74.646,1,43,0,0,0,0,,,3.351490863478558,4.063822061993524,4.754418413332869,3.079990428050097,-74.60544411070001,40.3216549358
1,40.2893,-74.599,1,59,0,0,1,0,,,4.269301797091072,3.474412144888078,2.916781347215999,2.263732680584757,-74.6043193846,40.3214789216
1,40.2997,-74.61,1,32,0,0,0,0,,,2.879785605632542,2.366570462363972,2.288007508514666,1.929243524257826,-74.6033272975,40.3211153684
1,40.2869,-74.6317,1,61,0,0,1,0,,,4.383637860106032,4.430724602536121,4.596329029915926,4.14071966335426,-74.60335200119999,40.3203679351
0,40.284,-74.65470000000001,1,48,0,0,0,0,,,5.515161025714418,5.942983118411754,6.341248243247957,5.288154142809455,-74.6028106346,40.3197071482
0,40.2682,-74.60590000000001,1,43,0,0,0,1,,,6.385137118688903,5.805045115020127,5.33400330968704,4.529598309145081,-74.6030840066,40.3189729893
1,40.3162,-74.6641,1,64,0,0,0,1,,,4.035100093070871,5.171514368864107,6.122070329219577,3.657629899258236,-74.60314047209999,40.3183090863
0,40.2474,-74.6384,1,42,0,0,0,1,,,8.790391241509299,8.641487665630585,8.485300018316277,7.984325427707436,-74.6021781514,40.3178626898
1,40.2696,-74.59780000000001,1,68,0,0,0,0,,,6.379690087237218,5.664908812061081,5.069366723801727,4.053351776732398,-74.6015328659,40.3171375594
0,40.2801,-74.6383,1,26,0,0,0,0,,,5.272626896136202,5.36996476906365,5.523559706177422,5.080363086725799,-74.6009706692,40.3163693632
1,40.3041,-74.58280000000001,1,71,0,0,1,1,,,3.767694371599233,2.511626003121285,1.434326393832906,.1702992527175292,-74.6005133699,40.3155427445
0,40.3288,-74.651,1,43,0,0,1,1,,,2.840293810763814,4.147004674378889,5.240178850148565,2.183047393012484,-74.5995036513,40.3151042469
1,40.2869,-74.6574,1,62,0,0,1,0,,,5.391656568505344,5.904283393261142,6.370573326604473,5.146671682382296,-74.5984426782,40.3147801652
1,40.2975,-74.5741,1,26,0,0,0,1,,,4.802276356609872,3.552092111065293,2.460473299437933,.4053251537154328,-74.5972882841,40.3147171745
1,40.3031,-74.593,1,41,0,0,0,1,,,3.213111546273022,2.111251863472758,1.322898317079465,.9116647834040859,-74.5961833782,40.3147947812
1,40.2766,-74.5929,1,32,0,0,0,0,,,5.772677211446765,4.946966203601622,4.267162917228615,3.172088334322535,-74.5952335786,40.3151902679
1,40.2987,-74.6156,1,46,0,0,1,1,,,2.918672802227947,2.623987272740757,2.703175166227419,2.267729267526493,-74.5941271679,40.3153896769
1,40.2735,-74.6087,1,56,0,0,0,0,,,5.767218689865411,5.231404672202286,4.82588469766883,4.15137212485897,-74.5930565437,40.315158565
0,40.2826,-74.6036,1,48,0,0,0,0,,,4.856062653797403,4.199855685779025,3.733181851709817,3.082233213825186,-74.5919060894,40.3149694155
1,40.2765,-74.577,1,77,0,0,1,1,,,6.401286719543712,5.36550315826601,4.460486999083159,2.749826452129477,-74.5908706173,40.3146122997
0,40.2962,-74.5822,1,51,0,0,0,1,,,4.397160049842708,3.230873467975024,2.243519285340029,.8785996492091724,-74.58993027130001,40.3142080242
1,40.3174,-74.6644,1,40,0,0,0,1,,,4.030088909337891,5.186599417287749,6.151864741560359,3.647567639148647,-74.58891491200001,40.3138273939
0,40.3132,-74.6687,1,27,0,0,0,0,,,4.49961984499044,5.597869014231752,6.513662318760181,4.131260265840973,-74.587833426,40.3135163203
1,40.3142,-74.6032,1,30,0,0,0,0,,,1.721607818803715,.6861560129546703,.9609316991812938,.2727286619488594,-74.5867243939,40.3132148204
1,40.2975,-74.5742,1,43,0,0,0,1,,,4.795723669341856,3.546177124426141,2.455277211513711,.4059294302444303,-74.5856954202,40.3131551814
1,40.2874,-74.5951,1,41,0,0,0,1,,,4.594848307881172,3.732186110463295,3.077337618624164,2.224838049778979,-74.58554294610001,40.3123614137
1,40.2969,-74.6412,1,42,1,0,1,0,,,3.686932760114884,4.136714222484191,4.6373554904588,3.474430219275433,-74.5846116819,40.3118152674
1,40.2989,-74.6159,1,85,0,0,1,0,,,2.89488992140981,2.613834327397078,2.707402190165449,2.26408531063337,-74.58503436469999,40.3111394322
1,40.3054,-74.6237,1,58,0,0,1,1,,,2.222495143042172,2.397618785534429,2.897804239939554,2.097775143135153,-74.58461907029999,40.3103489227
0,40.2946,-74.62690000000001,1,35,0,0,0,0,,,3.453680114596064,3.492759146055671,3.732632399343092,3.231075370761312,-74.58420373280001,40.3095228113
1,40.2752,-74.6054,1,56,0,0,1,0,,,5.625892132115371,5.025658194520314,4.567592342419276,3.838040287521896,-74.5840725291,40.3086334038
0,40.282,-74.6138,1,18,0,0,0,0,,,4.781756829216245,4.357620099433186,4.109087840719346,3.733477161810093,-74.5839479406,40.3077422629
0,40.3103,-74.6395,1,43,0,0,0,0,,,2.447242383191666,3.263297010927426,4.068246362171721,2.165545180875049,-74.5835547511,40.306987915
1,40.3165,-74.6084,1,51,0,0,0,1,,,1.231909080138622,.6071441408301995,1.408333858511192,.490104957359097,-74.58294811490001,40.306624383
1,40.3087,-74.6221,1,84,0,0,0,1,,,1.835315189012418,2.052243017382611,2.652892576670633,1.722198502452662,-74.58264076419999,40.3061998352
1,40.2699,-74.61239999999999,1,62,0,0,0,0,,,6.132320890548066,5.664246438230293,5.304083149576822,4.659344472818905,-74.5818536877,40.3058318915
1,40.3022,-74.59690000000001,1,25,0,0,0,1,,,3.08752514349622,2.09304365691109,1.481426766563305,1.252914954226232,-74.58104814639999,40.3055443106
1,40.2942,-74.6289,1,23,0,0,0,0,,,3.537993685022983,3.628005047378166,3.895023386318369,3.38232798618514,-74.58053629779999,40.3047943315
0,40.281,-74.6174,1,34,0,0,0,0,,,4.880536874727785,4.537012615000121,4.351893898471391,4.03853521961374,-74.58079949730001,40.3041794963
1,40.2644,-74.6169,1,58,0,0,0,0,,,6.726719411765323,6.328801842063471,6.009110685522556,5.379169590929648,-74.57969737400001,40.303876909
0,40.2858,-74.6478,1,38,0,0,0,1,,,5.032522457402353,5.383863138702911,5.743094785030352,4.826315915429808,-74.57856349230001,40.303638201
1,40.2916,-74.63290000000001,1,60,0,0,1,0,,,3.914409348203048,4.0637032570901,4.339750403566733,3.753666108062334,-74.5778986469,40.3038832521
1,40.327,-74.6344,1,81,0,0,0,1,,,1.419166717136993,2.733745545450913,3.842558428011997,.9048406337864336,-74.5770682834,40.3041464482
1,40.2821,-74.61360000000001,1,72,0,0,0,0,,,4.771929488453232,4.343306663720822,4.091517156348457,3.713371107138204,-74.575935352,40.3039029437
0,40.3279,-74.6512,1,72,0,0,1,1,,,2.843560417422928,4.142165010874862,5.228015637852716,2.251388761232052,-74.5754825594,40.3033377822
1,40.2529,-74.6374,1,68,0,0,0,0,,,8.174203322988054,8.03909220592732,7.907054281442612,7.45611194414537,-74.57519012509999,40.3025703053
1,40.3027,-74.62090000000001,1,54,0,0,1,1,,,2.480599115644876,2.464810139712891,2.811221359313895,2.244329061030277,-74.5744074306,40.3018980537
1,40.2944,-74.5946,1,27,0,0,0,1,,,3.92354283647774,2.981450129589988,2.298405804145634,1.598716032057889,-74.5738109042,40.3011435322
0,40.2914,-74.6465,1,21,0,0,0,0,,,4.4444655131508,4.875081240897453,5.319493528872349,4.226305785208128,,
1,40.2857,-74.65730000000001,1,32,0,0,0,0,,,5.491679777485984,5.982830747985788,6.429722797711029,5.25075894365031,,
1,40.3288,-74.65219999999999,1,45,0,0,1,1,,,2.940861638854529,4.246162678834382,5.337514536098355,2.270388887945833,,
1,40.3054,-74.6121,1,35,0,0,0,1,,,2.222097555852851,1.822483564901844,2.015523160427457,1.496176295098113,,
1,40.3132,-74.66889999999999,1,34,0,0,1,0,,,4.51585572753779,5.614653439476547,6.530612042304974,4.147330411286197,,
1,40.2761,-74.5898,1,24,0,1,0,1,,,5.925146661904134,5.054874600714747,4.325644211378292,3.095413881449148,,
0,40.3151,-74.6073,1,48,0,0,0,1,,,1.411051025318492,.6750071686877378,1.304826995855069,.501972598397576,,
1,40.2705,-74.6183,1,40,0,0,1,1,,,6.048007280131015,5.688409203831188,5.427574624449456,4.914742104123714,,
1,40.3085,-74.6217,1,75,0,0,1,1,,,1.850914702020603,2.040398069323896,2.626189957442004,1.743206722275686,,
1,40.2604,-74.5865,1,59,0,0,0,0,,,7.649217893194574,6.819719668002023,6.085031967448796,4.651080698093052,,
1,40.2794,-74.61920000000001,1,53,0,0,0,1,,,5.059493144552837,4.749840919122953,4.58235718909787,4.269916070733944,,
1,40.2826,-74.5722,1,29,0,0,0,0,,,6.092989589007792,4.96139623754903,3.968427690950218,2.063629243275921,,
1,40.3128,-74.6267,1,53,0,0,0,0,,,1.537945755006777,2.151387703077453,2.959478469439729,1.349108075798534,,
0,40.315,-74.6071,1,47,0,0,0,0,,,1.430430713187824,.6765454331221338,1.287793217409167,.4982791331683155,,
1,40.3021,-74.58839999999999,1,53,0,0,0,1,,,3.560003903746113,2.394447769513562,1.461517370565928,.6685601801419142,,
1,40.3121,-74.6193,1,69,0,0,0,0,,,1.427217722198685,1.635491315897295,2.344024653938761,1.35248747869044,,
0,40.2718,-74.5829,1,42,0,0,0,1,,,6.607171116626468,5.672299173265674,4.860538776771373,3.348724848633287,,
1,40.2941,-74.6044,1,29,0,0,0,1,,,3.60971765281661,2.92242197141644,2.550672390985287,2.27788914849061,,
1,40.3049,-74.59050000000001,1,47,0,0,0,1,,,3.21460041300127,2.036078307306114,1.125900352622299,.6340195664231312,,
1,40.3067,-74.61020000000001,1,68,0,0,0,0,,,2.125123678618567,1.627253701333645,1.802769549116436,1.281461284145066,,
1,40.2777,-74.61490000000001,1,61,0,0,1,1,,,5.25342396781798,4.844746887232129,4.579749343192378,4.12950953720907,,
0,40.2825,-74.65309999999999,1,41,0,0,0,0,,,5.579705781380475,5.960955579899144,6.321543962618264,5.362796118487023,,
0,40.281,-74.6174,1,38,0,0,0,0,,,4.880536874727785,4.537012615000121,4.351893898471391,4.03853521961374,,
1,40.2923,-74.6057,1,45,0,0,0,1,,,3.768375201576148,3.127577267199103,2.778586493418453,2.490953829807703,,
1,40.2988,-74.613,1,42,1,0,1,1,,,2.930562785473118,2.534240228266291,2.5357307811351,2.140816968445233,,
1,40.2977,-74.5742,1,62,0,0,0,0,,,4.781626856449885,3.5302608049158,2.437720579551227,.3837994898078239,,
1,40.2987,-74.58499999999999,1,48,0,0,0,0,,,4.032093990007225,2.868167645372692,1.901497075042636,.7055048713201695,,
1,40.2977,-74.5759,1,26,0,0,0,0,,,4.670843876366391,3.430886156870793,2.351650581636156,.4216094781379763,,
1,40.2717,-74.584,1,66,0,0,1,0,,,6.575804174057637,5.655117221152412,4.857757542406047,3.382275265350266,,
0,40.3197,-74.61020000000001,1,69,0,0,0,1,,,.8706411521004354,.5856829525342128,1.637411798237364,.3021257591230356,,
0,40.312,-74.6093,1,19,0,0,0,1,,,1.607703467246674,1.05869045734049,1.510839014190185,.844145953846229,,
1,40.281,-74.6174,1,31,1,0,1,0,,,4.880536874727785,4.537012615000121,4.351893898471391,4.03853521961374,,
1,40.3018,-74.6155,1,44,0,0,1,1,,,2.575486596517072,2.307674558056339,2.478851845004834,1.987893539059893,,
1,40.269,-74.5972,1,60,0,0,0,0,,,6.457650730033668,5.735799828057064,5.131064579363366,4.085986155748808,,
1,40.2863,-74.5857,1,56,0,0,0,0,,,5.08562519967036,4.073262156653958,3.230974926750047,1.933537051816873,,
1,40.294,-74.61539999999999,1,76,0,0,0,0,,,3.441306317705983,3.10517528044288,3.066507456633039,2.705167058353372,,
0,40.3102,-74.6383,1,42,0,0,0,1,,,2.379651009570777,3.171872576571244,3.968825428604531,2.105854409045838,,
1,40.318,-74.6054,1,64,0,0,0,0,,,1.306941139694436,.3157607707997921,1.192283181059347,.1950939705574104,,
0,40.31,-74.6397,1,49,0,0,0,0,,,2.482092820164607,3.29077597349686,4.089447616823256,2.20154533930549,,
1,40.3216,-74.6581,1,33,0,0,1,0,,,3.428455290343465,4.643826597259526,5.659848059126098,3.00573607224264,,
1,40.2768,-74.6039,1,42,0,0,0,0,,,5.477398964083215,4.844958101538346,4.364193696681607,3.619568133561363,,
0,40.3134,-74.6687,1,26,0,0,0,0,,,4.493239606894446,5.59473696292412,6.513019365175046,4.124053705783289,,
1,40.3221,-74.6572,1,43,0,0,0,0,,,3.346979766202177,4.569545836602683,5.591796971826837,2.917210270494485,,
0,40.291,-74.6459,1,22,0,0,0,0,,,4.454467781640156,4.866750942095439,5.297523636313581,4.240577570818965,,
1,40.3007,-74.61539999999999,1,68,0,0,1,1,,,2.69808935063166,2.414137915460018,2.546384695341542,2.077947034286815,,
1,40.3077,-74.6285,1,50,0,0,0,0,,,2.11257362335553,2.555908784753837,3.205915450892604,1.934043449574175,,
1,40.2884,-74.6416,1,70,0,0,0,1,,,4.528340343323288,4.812390701957814,5.146173193760018,4.336813713232856,,
1,40.3258,-74.6354,1,57,0,0,1,0,,,1.487869928332449,2.783535805418625,3.878687437576656,1.025144289180074,,
0,40.2723,-74.57729999999999,1,38,0,0,0,1,,,6.785671072572538,5.78362345176255,4.90364630912531,3.216503320658036,,
1,40.2892,-74.6054,1,52,0,0,0,0,,,4.107441415900892,3.470280971130533,3.085171993015832,2.672358671876068,,
1,40.3159,-74.6639,1,22,0,0,0,1,,,4.026799468554773,5.157745407990709,6.104473728618671,3.650749874695313,,
1,40.3132,-74.6242,1,56,0,0,0,0,,,1.40568226477523,1.939371775240965,2.744716512881168,1.247306563744799,,
0,40.3106,-74.6425,1,44,0,0,0,0,,,2.622704780474586,3.492773679730099,4.316766219693506,2.324181516383129,,
1,40.2826,-74.5722,1,55,0,0,0,1,,,6.092989589007792,4.96139623754903,3.968427690950218,2.063629243275921,,
0,40.3293,-74.65179999999999,1,18,0,0,0,0,,,2.916151714805656,4.225799556564081,5.321417833028015,2.213182611720605,,
1,40.3032,-74.59059999999999,1,69,0,0,0,1,,,3.342241020559311,2.193923963204102,1.313269616077276,.7318725648458997,,
1,40.2875,-74.63809999999999,1,40,0,0,1,1,,,4.496964620561563,4.69503478577797,4.967026602828486,4.320690538090059,,
1,40.2951,-74.5877,1,60,0,0,0,0,,,4.186342068035021,3.1073919998989,2.237909760260776,1.166464111696548,,
1,40.2638,-74.61,1,26,0,1,1,1,,,6.825788012310269,6.315518284578613,5.892864676675013,5.125441327784868,,
1,40.2714,-74.57729999999999,1,70,0,0,0,0,,,6.872113069232835,5.876241005453278,5.000539351567189,3.316026118083608,,
1,40.273,-74.5855,1,62,0,0,1,0,,,6.390383322616861,5.480447236054452,4.698213427797479,3.27933201524282,,
1,40.2865,-74.64570000000001,1,59,0,0,1,0,,,4.876885450332405,5.204096887112711,5.552265435539041,4.675542561721358,,
0,40.2763,-74.6194,1,30,0,0,0,0,,,5.404494995338959,5.085909154187657,4.891060253933942,4.511849677082354,,
0,40.2826,-74.6036,1,24,0,0,0,1,,,4.856062653797403,4.199855685779025,3.733181851709817,3.082233213825186,,
1,40.3086,-74.63630000000001,1,33,0,0,1,1,,,2.391144700838538,3.085240591036227,3.829750308981259,2.143876065161585,,
1,40.2968,-74.6422,1,22,0,0,0,1,,,3.742351320908821,4.209761080902199,4.718677489801903,3.524558296263399,,
1,40.2964,-74.587,1,38,0,0,0,0,,,4.110468598596233,3.004235545322043,2.106263854210674,1.011984488632978,,
1,40.3043,-74.6404,1,52,0,0,1,0,,,2.980709886749696,3.614246085328761,4.279194521877843,2.734742065917329,,
1,40.3218,-74.6581,1,53,0,1,1,0,,,3.426148524747128,4.644528052362539,5.662780310045899,2.999772619740987,,
1,40.3058,-74.6127,1,58,0,0,1,0,,,2.167845794583203,1.803729934777121,2.036275981898904,1.497842841177309,,
1,40.2883,-74.5877,1,46,0,0,1,1,,,4.806994324288688,3.804866422716163,2.9867864529512,1.851619679648362,,
0,40.3232,-74.6558,1,30,0,0,0,0,,,3.21934794893897,4.457890673557226,5.493337043910056,2.771814211573965,,
0,40.2944,-74.5946,1,22,0,0,0,0,,,3.92354283647774,2.981450129589988,2.298405804145634,1.598716032057889,,
1,40.2938,-74.6066,1,65,0,0,1,1,,,3.587151407457396,2.967261066035754,2.663044577319202,2.43067432620224,,
1,40.2947,-74.6101,1,49,0,0,1,0,,,3.421347719769081,2.911201439153461,2.73096013773919,2.438211033305854,,
1,40.2935,-74.58410000000001,1,53,0,0,0,0,,,4.515743947491069,3.404508913782422,2.477343071146221,1.211529874051098,,
1,40.2988,-74.613,1,44,0,0,0,0,,,2.930562785473118,2.534240228266291,2.5357307811351,2.140816968445233,,
1,40.3095,-74.61579999999999,1,45,0,0,1,0,,,1.720449387008725,1.604841135235951,2.114801092274882,1.454220567525631,,
1,40.3278,-74.6512,1,40,0,0,0,0,,,2.842275202573859,4.139934499206322,5.224971751025441,2.257568273430178,,
1,40.2834,-74.6546,1,54,0,0,0,1,,,5.565551533630484,5.982432957535489,6.37066460839228,5.340657042168218,,
0,40.2949,-74.60039999999999,1,33,0,0,0,0,,,3.649624805423066,2.843112738282111,2.344700544790273,1.959259510410105,,
1,40.3237,-74.63330000000001,1,47,0,0,0,0,,,1.313108750771819,2.566124748578483,3.640810761316575,.9143617175416637,,
1,40.3307,-74.634,1,32,0,0,0,0,,,1.510785370339051,2.841042402281027,3.973856707792062,.842191152043598,,
1,40.2957,-74.60380000000001,1,22,0,0,1,0,,,3.458672642498675,2.743415739031502,2.367850876783642,2.12921717303867,,
1,40.2885,-74.64230000000001,1,34,0,0,0,0,,,4.545102581439513,4.844458188019948,5.188573072575319,4.350845094428012,,
1,40.2722,-74.5778,1,63,0,0,0,0,,,6.773875804038242,5.777866947625845,4.903884296205159,3.231745994339217,,
0,40.2745,-74.5951,1,37,0,0,1,0,,,5.92707453339473,5.148219735569947,4.507967518144686,3.468418911645842,,
1,40.2795,-74.6348,1,66,0,0,1,0,,,5.24692875576612,5.269443624510856,5.365092187683704,4.951315685032791,,
1,40.2853,-74.6298,1,55,0,0,1,1,,,4.516598366507915,4.498727779957322,4.605136131312721,4.180538912764287,,
1,40.3052,-74.596,1,70,0,0,1,0,,,2.870205422942156,1.798171611871532,1.140151532731136,1.062451807123182,,
1,40.2878,-74.64319999999999,1,24,0,0,0,0,,,4.649273444544386,4.953445920624917,5.295639680699691,4.453374753815866,,
0,40.2963,-74.5812,1,28,0,0,1,1,,,4.447983240927801,3.269586011437056,2.265820541714463,.8269979027380716,,
1,40.2735,-74.6033,1,54,0,0,0,0,,,5.846734837625977,5.211676558172408,4.711122872005228,3.9071690189261,,
1,40.3241,-74.634,1,83,0,0,0,1,,,1.368584218241196,2.631497277482363,3.709957780884668,.9653152078584943,,
1,40.2768,-74.59310000000001,1,53,0,0,0,0,,,5.745768454253234,4.922065089500728,4.245297171098994,3.161816160526817,,
0,40.285,-74.65560000000001,1,33,0,0,0,0,,,5.468120828211461,5.924719703488811,6.346355067875534,5.234994134181722,,
1,40.2756,-74.5864,1,53,0,0,0,1,,,6.096768169115024,5.181501172023762,4.40241793183981,3.031648014130452,,
1,40.2868,-74.59869999999999,1,71,0,0,1,0,,,4.537255809099468,3.75353254206393,3.184620188098136,2.457775005790417,,
0,40.2975,-74.6127,1,26,0,0,1,0,,,3.077265138107614,2.663774780402298,2.62303473249474,2.253818837427337,,
0,40.2955,-74.5752,1,22,0,0,1,0,,,4.87672356898277,3.652960267440696,2.587336528107788,.6376917952881062,,
1,40.2914,-74.65089999999999,1,52,0,0,0,0,,,4.65862169633744,5.161025625873945,5.64718833788134,4.421501212205945,,
0,40.3039,-74.624,1,49,0,0,0,0,,,2.390808612433538,2.533805485483712,2.98629207735642,2.266081838692906,,
0,40.2561,-74.6122,1,47,0,0,0,0,,,7.664320072521968,7.185801734558636,6.768279749299845,5.969369845397045,,
0,40.3136,-74.6182,1,70,0,0,0,1,,,1.255682058079862,1.467068437814359,2.234121801221836,1.203485431038028,,
1,40.2794,-74.61920000000001,1,56,0,0,0,0,,,5.059493144552837,4.749840919122953,4.58235718909787,4.269916070733944,,
1,40.2588,-74.6157,1,69,0,0,1,1,,,7.351233221327509,6.925940979266502,6.563466303267913,5.848080095944214,,
1,40.2647,-74.611,1,69,0,0,0,0,,,6.718294456615677,6.224120689496217,5.819321927298181,5.080693133483296,,
0,40.2942,-74.5891,1,43,0,0,0,0,,,4.195819090986234,3.150774309073617,2.321580979257564,1.31376198083764,,
1,40.2938,-74.61020000000001,1,74,0,0,0,1,,,3.518013145861189,3.011012205029757,2.81877683571805,2.534385649587684,,
1,40.3039,-74.5869,1,47,0,0,1,1,,,3.51443490979403,2.301901764167215,1.302008688842564,.4430854393086804,,
1,40.3143,-74.62390000000001,1,62,0,0,1,0,,,1.283098369592221,1.868624913200862,2.713225048520131,1.12252835220719,,
0,40.3108,-74.599,1,32,0,0,0,0,,,2.240419757521177,1.126145822427964,.7589835784030466,.4444919020360591,,
1,40.3136,-74.6241,1,72,0,0,1,1,,,1.361354799928172,1.913712996928344,2.733415783355053,1.202091442387594,,
0,40.2829,-74.62050000000001,1,69,0,0,0,0,,,4.674335294973864,4.413046449324131,4.311982634772192,3.996774780951192,,
0,40.2904,-74.5954,1,22,0,0,0,0,,,4.283087229551887,3.399947893544533,2.747821672937627,1.970315526006291,,
