X1,T,D,Y,icfes_female,icfes_age,icfes_urm,icfes_stratum,icfes_famsize
-23.47000091552734,0,0,1,1,16,0,2,4
1.570000610351563,1,0,0,0,16,0,3,6
15.70000106811523,1,0,1,1,16,0,1,4
-19.12999694824219,0,0,1,0,16,0,3,4
24.52000076293945,1,0,0,0,17,0,2,5
-8.010001831054687,0,0,1,0,16,0,2,2
22.97000152587891,1,1,1,0,16,0,2,3
-.7999983215332023,0,0,0,0,16,0,3,6
-1.799998321533202,0,0,1,0,18,0,2,5
26.43000030517578,1,1,1,0,16,0,1,6
-9.629996337890624,0,0,0,1,17,0,3,3
2.77999969482422,1,1,1,0,16,0,3,5
-12.91000274658203,0,0,1,0,15,0,2,5
2.410000762939454,1,0,0,1,16,0,2,4
-1.589999847412109,0,0,0,0,17,0,2,4
37.74000007629395,1,0,0,0,16,0,1,3
32.1999991607666,1,1,1,0,17,1,1,7
-24.26999633789062,0,0,0,1,16,0,2,5
-26.36000030517578,0,0,1,0,16,0,3,4
9.139999694824219,1,0,1,1,16,1,1,4
-14.66000274658203,0,0,0,1,16,0,2,3
-7.22000030517578,0,0,1,0,17,0,3,4
-20.99999908447266,0,0,0,0,16,0,2,5
-20.48000244140625,0,0,1,0,16,0,3,4
38.21,1,1,1,0,17,0,2,5
34.65000053405762,1,1,1,0,16,0,3,6
-9.199996643066406,0,0,1,0,17,0,3,5
26.00999923706055,1,0,1,1,17,0,4,8
15.96,1,0,1,0,16,0,2,6
-7.609999694824218,0,0,1,1,16,0,2,4
7.399998626708985,1,0,1,0,17,0,2,3
-15.70999877929687,0,0,1,0,16,0,2,4
-23.26000183105469,0,0,0,0,,0,2,5
-16.09999755859375,0,0,1,1,16,0,2,6
-2.530001678466796,0,0,0,0,16,0,1,4
18.54000122070313,1,0,1,0,25,0,2,5
-16.01000183105469,0,0,0,0,17,0,3,4
22.23999877929688,1,0,0,0,16,0,1,4
-5.650000610351562,0,0,1,1,16,0,2,5
-1.720000915527343,0,0,1,0,16,0,2,5
-17.38999847412109,0,0,0,1,16,0,3,3
-5.330001525878906,0,0,1,0,16,0,3,3
-7.309996643066405,0,0,1,1,16,0,2,4
22.72000152587891,1,1,1,0,19,0,1,8
-2.510001831054687,0,0,1,0,16,0,2,4
28.36000091552734,1,1,1,0,17,0,2,5
28.91999908447266,1,1,1,0,16,0,3,5
8.97999984741211,1,0,1,0,17,0,3,5
-9.609999694824218,0,0,0,0,17,0,3,4
-19.45999877929687,0,0,1,1,16,0,3,4
30.0899991607666,1,1,1,0,16,0,1,6
-9.459998168945312,0,0,1,0,16,0,2,5
-7.039999999999999,0,0,1,0,17,0,3,2
-10.54000061035156,0,0,1,1,16,0,2,5
-3.830000915527343,0,0,1,1,16,0,1,5
-9.330000915527343,0,0,1,0,16,0,3,4
-16.34000305175781,0,0,1,1,16,0,3,3
-.1300001525878898,0,0,1,0,15,0,3,5
6.590001068115235,1,0,0,1,16,0,2,4
28.3300008392334,1,1,1,0,16,0,2,4
-1.970000915527343,0,0,1,0,16,0,2,4
18.27999969482422,1,0,1,1,16,0,4,3
27.79999954223633,1,0,1,1,16,0,2,8
-5.039999999999999,0,0,0,1,,0,2,4
-3.190001525878905,0,0,1,0,16,0,2,5
43.06000038146973,1,1,1,0,17,0,1,12
12.89,1,1,1,1,17,0,1,4
32.37,1,1,1,1,16,0,2,7
11.9500016784668,1,1,1,1,16,0,2,4
30.61,1,1,1,0,18,0,1,3
-.9999990844726554,0,0,0,1,15,0,2,5
-5.620001831054687,0,0,1,0,16,0,2,3
-10.02000335693359,0,0,0,1,16,0,3,4
-19.88999908447266,0,0,1,1,16,0,3,2
-5.249999084472655,0,0,0,1,16,0,2,5
-22.02999847412109,0,0,1,0,16,0,2,6
-.6399984741210929,0,0,1,0,17,0,2,4
24.89000030517578,1,1,1,0,16,0,2,5
-21.44999664306641,0,0,0,1,15,0,3,3
-.089999237060546,0,0,0,0,15,0,2,4
-3.249999084472655,0,0,0,0,16,0,3,5
23.71,1,0,0,1,15,0,1,4
-20.44000152587891,0,0,1,0,17,0,2,4
-20.10999969482422,0,0,0,0,15,0,1,4
-12.12999633789062,0,0,0,0,17,0,3,5
-2.920001678466797,0,0,1,1,16,0,1,4
8.340001068115235,1,0,0,0,18,1,2,10
-2.039999999999999,0,0,0,0,16,0,2,5
-19.83000152587891,0,0,0,1,15,0,1,5
38.23,1,1,1,0,17,0,1,4
29.57,1,1,1,1,16,0,1,5
-8.349997558593749,0,0,1,0,17,0,2,5
-3.850001373291015,0,0,1,0,17,0,2,4
-16.31999877929687,0,0,0,0,17,0,3,5
19.36999984741211,1,1,1,1,17,0,2,4
-28.97000091552734,0,0,0,0,16,0,3,2
-11.24999908447266,0,0,1,0,15,0,1,4
5.399998626708985,1,0,0,0,16,0,2,5
31.91000015258789,1,0,1,0,16,0,4,4
17.96,1,0,0,1,16,0,2,5
1.660000762939454,1,1,1,1,16,0,3,5
-2.789999999999999,0,0,1,0,16,0,3,7
-.5699987792968741,0,0,1,0,16,0,3,4
18.30999847412109,1,1,1,0,17,1,3,3
14.11999984741211,1,1,1,0,16,0,3,4
6.86999984741211,1,0,1,1,16,0,3,4
-22.63999847412109,0,0,0,1,16,0,3,5
1.860001525878907,1,0,1,0,16,0,3,4
-4.039999999999999,0,0,1,0,16,0,1,7
8.669999084472657,1,1,1,1,16,0,2,6
-23.61000030517578,0,0,0,1,16,0,3,4
29.25000091552734,1,0,0,1,16,0,4,4
30.90000053405762,1,1,1,0,16,0,2,5
4.119999237060547,1,0,1,1,16,0,2,5
11.88000137329102,1,1,1,1,16,0,2,5
15.81,1,1,1,1,15,0,,
-14.26000183105469,0,0,1,0,16,0,3,4
-5.659998931884765,0,0,0,0,16,0,2,4
-1.789999999999999,0,0,1,1,16,0,2,11
23.11000152587891,1,1,1,0,17,0,1,3
-13.51000122070312,0,0,1,0,16,0,3,3
-5.120001831054687,0,0,1,0,15,0,3,5
2.430001220703126,1,0,1,0,17,0,3,4
-20.48000244140625,0,0,0,1,16,0,2,4
.8299999999999983,1,1,1,0,16,0,2,5
36.99000068664551,1,0,0,0,16,0,2,5
-2.790000610351562,0,0,1,0,15,0,2,4
-6.039999999999999,0,0,0,0,16,0,2,6
-.839999237060546,0,0,1,0,16,0,2,3
38.25999923706055,1,0,1,0,17,0,2,3
2.860001525878907,1,0,0,1,16,0,3,6
5.590000152587891,1,1,1,0,16,0,2,4
-3.679999389648437,0,0,1,0,17,0,2,5
40.15000053405762,1,1,1,0,17,0,3,5
-1.279998474121093,0,0,1,0,15,0,2,4
-6.499999084472655,0,0,1,0,16,0,2,4
-11.91999725341797,0,0,1,1,17,0,3,5
-2.88000015258789,0,0,1,1,17,0,3,3
-1.790000610351562,0,0,1,0,16,0,3,5
21.70000106811523,1,1,1,0,18,0,4,4
-1.900001220703125,0,0,1,0,16,0,2,2
-3.089999237060546,0,0,0,0,15,0,2,5
3.450001678466798,1,0,1,0,16,0,2,4
10.27000137329102,1,0,1,1,18,0,3,2
-8.389998474121093,0,0,0,0,16,0,3,2
3.57,1,0,1,0,18,0,2,4
-5.970000915527343,0,0,1,0,16,0,2,5
4.560000000000002,1,1,1,0,16,0,3,3
22.43000030517578,1,1,1,0,17,0,1,4
-5.339999237060546,0,0,1,1,16,0,2,4
-19.65000061035156,0,0,0,1,16,0,3,4
-13.83000091552734,0,0,1,1,16,0,2,3
29.28999992370606,1,0,0,0,16,0,2,6
-16.58000152587891,0,0,1,1,17,0,2,3
8.730000457763673,1,1,1,0,17,0,3,5
-18.20999877929687,0,0,0,1,15,0,3,3
-8.569998779296874,0,0,0,1,15,0,2,4
-5.450000457763672,0,0,1,0,15,0,2,5
-7.039999999999999,0,0,0,0,16,0,3,2
-11.17999938964844,0,0,1,0,16,0,4,6
-9.120001831054687,0,0,0,0,15,0,3,3
-14.76999633789062,0,0,1,1,17,0,3,3
-9.499999084472655,0,0,0,0,16,0,2,5
2.310001678466797,1,0,0,1,16,0,1,4
32.27,1,1,1,0,16,0,1,4
-19.40000061035156,0,0,1,0,16,0,2,4
6.899999999999999,1,1,1,1,16,0,3,4
6.189999542236329,1,0,0,0,15,0,2,3
18.09000106811524,1,0,1,1,17,0,3,3
-10.87999633789062,0,0,1,0,16,0,2,3
-7.609999694824218,0,0,0,0,16,0,2,4
-1.280001678466796,0,0,1,0,17,0,2,5
-1.990000762939452,0,0,1,0,17,0,2,4
6.419999084472657,1,0,0,1,16,0,3,4
14.25999923706055,1,1,1,0,16,0,2,4
-9.389998474121093,0,0,0,1,16,0,2,4
10.16999847412109,1,1,1,0,15,0,2,5
.669998474121094,1,0,0,0,15,0,2,3
-21.15000152587891,0,0,0,0,16,0,2,4
-3.249999084472655,0,0,1,1,15,0,2,5
48.91000015258789,1,0,1,1,16,0,1,4
-12.66000274658203,0,0,0,0,16,0,1,10
-16.56999938964844,0,0,1,1,17,0,2,2
16.13,1,1,1,1,15,0,2,4
24.62,1,1,1,1,16,0,3,5
3.860001525878907,1,1,1,1,17,0,2,4
10.36000091552734,1,1,1,0,17,0,1,4
8.489998779296876,1,1,1,0,16,0,2,3
-9.470000915527343,0,0,0,1,16,0,2,3
10.46999931335449,1,0,1,0,16,0,1,2
30.30000015258789,1,0,1,1,16,0,4,3
-3.510001220703124,0,0,1,0,16,0,3,4
-11.23000244140625,0,0,1,0,18,0,3,4
9.200001068115235,1,1,1,0,16,0,2,3
-18.60999969482422,0,0,0,0,18,0,3,4
32.01999946594238,1,0,1,0,16,1,1,3
-8.66000274658203,0,0,1,0,16,0,2,5
-3.670001068115234,0,0,0,1,16,0,2,3
14.8299983215332,1,0,0,0,15,0,1,3
30.52000076293945,1,1,1,0,15,1,1,5
41.78000003814697,1,1,1,0,16,1,2,4
11.48000045776367,1,0,1,0,16,0,1,3
-15.88999847412109,0,0,1,1,16,0,2,6
-15.63999847412109,0,0,1,0,16,0,3,7
-2.490000762939452,0,0,1,1,16,0,3,4
-6.580000915527343,0,0,1,0,16,0,3,4
-7.879996337890624,0,0,1,0,17,1,3,6
-4.839999237060546,0,0,0,1,16,0,3,4
22.4,1,1,1,1,17,0,1,3
12.68999954223633,1,0,0,0,16,0,3,4
-34.05999755859375,0,0,1,0,16,0,3,4
11.41999908447266,1,0,1,1,16,0,3,4
6.329999999999998,1,1,1,0,18,1,1,5
-21.55000274658203,0,0,1,1,16,0,3,4
-15.55000213623047,0,0,1,0,18,0,2,3
-6.330001525878906,0,0,1,0,16,0,2,4
-31.13999908447266,0,0,1,1,16,0,2,3
29.50000030517578,1,1,1,0,16,0,1,4
4.590001068115235,1,0,1,0,16,0,2,5
-6.740000762939452,0,0,1,0,17,1,2,4
33.22999984741211,1,1,1,1,15,0,1,6
23.35,1,1,1,0,15,0,2,5
-3.249999084472655,0,0,1,0,16,0,3,5
14.21,1,1,1,1,17,0,3,5
24.73999877929688,1,1,1,1,16,0,2,3
18.14999961853027,1,0,0,0,16,0,2,6
-13.83000091552734,0,0,1,0,16,0,2,3
-7.900000610351562,0,0,1,0,16,0,3,4
9.009999999999998,1,1,1,0,16,0,3,5
-9.900000610351562,0,0,0,0,16,0,2,4
1.720001525878907,1,1,1,1,16,0,2,4
-6.830001831054688,0,0,1,0,16,0,1,4
-14.73999755859375,0,0,1,1,16,0,2,8
3.180001220703126,1,0,0,0,17,0,2,4
-4.429999389648437,0,0,1,0,16,0,2,7
-17.38999847412109,0,0,0,1,15,0,3,4
-14.42999938964844,0,0,0,0,16,0,3,6
5.850000000000001,1,1,1,1,16,0,3,6
10.63999969482422,1,1,1,0,16,0,2,5
42.04000026702881,1,1,1,0,15,0,1,3
1.860001525878907,1,0,0,0,16,0,3,3
-20.13999908447266,0,0,1,1,16,0,3,5
-2.089999847412109,0,0,1,1,16,0,3,5
-5.549998931884765,0,0,1,1,16,0,2,5
24.6999991607666,1,1,1,0,17,0,3,4
-2.039999999999999,0,0,1,1,16,0,3,4
-6.639998474121093,0,0,1,0,16,0,3,4
30.11999984741211,1,0,0,1,16,0,2,4
-5.109999694824218,0,0,0,1,16,0,3,4
-9.069998779296874,0,0,0,1,17,0,2,3
-3.620001831054687,0,0,1,0,17,0,2,3
-9.389998474121093,0,0,1,1,16,0,3,4
26.50000091552734,1,0,1,0,16,0,1,7
-13.09000305175781,0,0,0,0,17,0,4,4
-19.69000152587891,0,0,1,0,16,0,1,8
-30.81999938964844,0,0,1,0,16,0,2,4
6.660000762939454,1,0,0,1,15,0,2,6
-2.330000915527343,0,0,1,0,17,0,2,4
-14.30999725341797,0,0,1,0,17,0,2,4
-5.370001831054687,0,0,1,0,16,0,3,5
25.29999954223633,1,0,0,0,18,0,2,4
-.1700010681152335,0,0,1,0,16,0,3,5
7.210000000000001,1,1,1,1,16,1,3,11
-.4799992370605466,0,0,0,1,16,0,3,6
-7.619998626708984,0,0,1,0,16,0,2,5
22.98999816894531,1,0,1,1,16,0,2,5
25.24,1,1,1,0,18,0,2,2
-2.089999847412109,0,0,0,1,17,0,3,3
-11.34999816894531,0,0,0,1,16,0,2,2
-3.249999084472655,0,0,0,0,16,0,3,5
4.579999999999998,1,1,1,0,16,0,3,2
-11.52999786376953,0,0,1,0,16,0,3,4
-13.19999664306641,0,0,0,1,16,0,2,4
-3.089999237060546,0,0,1,0,16,0,,
-18.91000335693359,0,0,1,0,18,0,2,6
18.52000076293945,1,1,1,0,17,0,1,5
-12.37000183105469,0,0,0,0,16,0,3,6
-16.84999847412109,0,0,1,0,16,0,2,4
33.58000022888184,1,1,1,1,16,1,3,3
24.43000122070313,1,1,1,0,17,0,2,3
23.34999877929688,1,0,1,0,16,0,2,4
-4.779998474121093,0,0,1,0,16,0,2,4
-5.979998626708984,0,0,1,0,16,0,2,3
-1.769999542236327,0,0,0,1,16,0,2,5
-4.280001678466796,0,0,0,0,17,1,3,3
-6.060000457763671,0,0,0,0,16,0,3,4
-21.70999816894531,0,0,1,0,15,0,2,4
-7.609999694824218,0,0,1,0,17,0,3,4
-7.330000915527343,0,0,1,1,16,0,3,4
-.6399984741210929,0,0,0,1,16,0,3,4
-.5999981689453122,0,0,0,0,16,0,2,4
-14.63999908447266,0,0,1,0,16,0,3,4
-3.190001525878905,0,0,1,0,16,0,3,3
29.05999977111816,1,1,1,0,17,0,2,4
-6.339999237060546,0,0,0,0,16,0,3,3
-6.409998931884765,0,0,1,0,17,0,2,3
-8.200003662109374,0,0,0,0,16,0,2,3
-.8100013732910156,0,0,1,1,16,0,1,4
-10.56999877929687,0,0,1,0,16,0,3,5
-6.929999389648437,0,0,0,0,15,0,2,4
-4.040000610351562,0,0,1,0,16,0,2,8
13.71,1,1,1,0,15,0,2,4
-2.029998474121093,0,0,0,0,16,0,1,6
49.80999990463257,1,0,0,1,15,0,2,5
-17.38999847412109,0,0,0,0,16,0,3,4
30.11999984741211,1,0,0,0,16,0,2,5
12.98999877929688,1,0,1,0,16,0,3,3
.2800000000000011,1,1,1,0,16,1,3,5
-20.48000244140625,0,0,0,0,17,0,2,4
11.83,1,1,1,0,16,0,3,4
-5.27000015258789,0,0,0,1,17,0,3,5
-1.479998626708984,0,0,1,1,17,0,3,4
6.660000762939454,1,0,1,0,15,0,2,6
-7.480002441406249,0,0,0,1,17,0,3,2
-8.779998474121093,0,0,0,0,17,0,2,4
-2.299998321533202,0,0,1,0,16,0,2,4
-12.35999969482422,0,0,1,0,18,1,3,3
9.599999389648438,1,0,1,0,16,0,2,5
32.03999992370606,1,1,1,0,17,0,3,5
-16.49999908447266,0,0,1,1,16,0,2,4
-1.729998626708984,0,0,1,0,18,0,3,3
2.719999999999999,1,1,1,0,16,0,2,6
33.45,1,1,1,0,16,0,2,4
-9.770003356933593,0,0,1,0,16,0,3,2
11.75000030517578,1,0,1,0,17,0,3,6
24.82000061035156,1,1,1,1,17,0,2,3
-7.309996643066405,0,0,1,0,16,0,2,4
27.49000068664551,1,0,1,0,17,0,3,4
-9.120001831054687,0,0,0,1,16,0,3,3
32.62,1,1,1,0,17,1,1,4
-7.179999389648437,0,0,1,0,16,0,2,5
-14.65000122070312,0,0,0,0,16,0,2,5
-2.929999389648437,0,0,0,1,16,0,2,5
-18.09000305175781,0,0,1,0,17,0,2,6
25.64000030517578,1,1,1,0,16,0,2,4
-14.70999816894531,0,0,0,0,16,0,2,5
-16.31999877929687,0,0,0,0,17,0,3,5
7.110001525878907,1,1,1,0,16,0,3,4
4.579998931884766,1,0,0,1,16,0,3,4
13.96,1,0,0,0,17,0,3,4
30.6999991607666,1,1,1,0,18,1,1,2
-15.98999755859375,0,0,1,0,16,0,4,4
10.7199983215332,1,0,1,0,16,0,3,3
-12.44000152587891,0,0,0,0,16,0,2,4
8.710000000000001,1,1,1,1,16,0,2,6
-13.40000061035156,0,0,1,1,15,0,2,3
-2.120001831054687,0,0,0,1,16,0,2,3
-1.479998626708984,0,0,0,1,17,0,3,3
-8.520003356933593,0,0,0,0,17,0,2,5
-3.440001525878905,0,0,1,0,16,0,3,3
13.95000106811523,1,0,1,1,18,0,1,4
-2.490000762939452,0,0,1,0,16,0,1,5
-16.81999938964844,0,0,0,1,16,0,3,3
3.240000000000002,1,1,1,0,16,0,4,5
-5.179999389648437,0,0,1,0,16,0,3,5
-.8300009155273429,0,0,0,1,16,0,1,6
-1.490001373291015,0,0,1,1,17,0,3,4
-10.70999816894531,0,0,1,0,16,0,2,3
17.53000068664551,1,1,1,0,18,0,1,3
-18.62999633789062,0,0,0,1,16,0,3,6
-4.560000457763671,0,0,1,0,17,0,1,3
24.93000061035156,1,1,1,1,16,0,1,4
-12.63999847412109,0,0,1,0,15,0,2,3
-18.22000091552734,0,0,1,0,15,0,2,3
